pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_trandep,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum_x,st_logg,st_age,st_dens,decstr,dec,sy_dist,pl_type,IST,SPH,HZD,HZC,HZA,pClass,hClass,PHI,is_pot_livable,st_class,st_chz_inn_edge (AU),st_chz_out_edge (AU),st_lum_y,st_chz_width,st_chz_inn_edge (ls),st_chz_out_edge (ls),pl_orb_is_in_CHZ,pl_orb_prc_in_cCHZ,pl_orb_prc_in_cCHZ,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-626 b,Kepler-626,1,1,0,Transit,14.485863263999999,0.11386666666666667,2.6071999999999997,0.218,,,,0.0,80.90666666666667,811.0,88.22333333333334,2454999.3140342003,0.046790000000000005,2.922725,0.022036666666666666,,5776.7699999999995,1.0716666666666668,0.9640000000000001,-0.2965,"['[Fe/H]', '[M/H]']",-0.042,4.35,5.9350000000000005,2.7030666666666665,+39d42m29.54s,39.7082044,635.643,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.796,1.008,1.777,1.874
Kepler-627 b,Kepler-627,1,1,0,Transit,40.699308032,0.24085,3.3132000000000006,0.308,,,,0.0,45.675,692.5,88.35333333333331,2454997.4300582,0.04356,6.974075,0.021066666666666664,,6269.164,1.4240000000000002,1.1675,-0.24733333333333332,"['[M/H]', '[Fe/H]']",0.385,4.1866666666666665,2.67,0.28319999999999995,+39d46m04.29s,39.7678585,984.307,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.33,1.684,2.93,3.09
Kepler-628 b,Kepler-628,1,1,0,Transit,15.45806073,0.12505,9.788799999999998,0.9384999999999999,,,,0.0,199.5,869.0,88.94666666666667,2455006.78217975,0.4283033333333333,8.898243333333333,0.06052666666666667,,5797.8825,1.6675,1.0575,0.029333333333333336,"['[Fe/H]', '[M/H]']",0.604,4.1049999999999995,7.105,0.21030000000000001,+39d51m17.29s,39.854802,897.901,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.945,1.197,2.115,2.231
Kepler-629 b,Kepler-629,1,1,0,Transit,7.238552362,0.07093333333333333,1.3880000000000001,0.121,,,,0.0,109.56666666666668,838.6666666666666,89.24000000000001,2454994.086406,0.026775,3.181,0.014866666666666667,,5414.326666666667,0.8624999999999999,0.9133333333333334,0.0675,"['[Fe/H]', '[M/H]']",-0.283,4.525,3.955,2.1099333333333337,+39d56m42.27s,39.9450757,372.05,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.571,0.723,1.288,1.358
Kepler-63 b,Kepler-63,1,1,0,Transit,9.434150663333334,0.085525,5.874333333333333,0.5295000000000001,120.0,0.378,3.0,0.225,94.86333333333334,807.6666666666666,88.622,2455001.4089016668,0.4021825,2.8557600000000005,0.059475,,5620.571428571428,0.9183333333333334,0.9880000000000001,0.054000000000000006,"['[M/H]', '[Fe/H]']",-0.14850000000000002,4.505999999999999,1.2666666666666666,2.480025,+49d32m53.81s,49.5482814,194.033,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.634,0.803,1.424,1.502
Kepler-630 b,Kepler-630,1,1,0,Transit,161.475597222,0.5844666666666667,4.2528,0.3315,,,,0.0,5.890000000000001,411.0,89.43,2455003.6016052,0.0809875,10.81565,0.029146666666666664,,5871.121666666666,1.418,1.024,-0.14875,"['[Fe/H]', '[M/H]']",0.302,4.204000000000001,5.085,0.4359,+39d56m32.63s,39.9423967,839.784,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.792,1.003,1.767,1.864
Kepler-631 b,Kepler-631,1,1,0,Transit,17.979795420000002,0.1399,2.6614000000000004,0.247,,,,0.0,96.04333333333334,797.3333333333334,88.96,2455004.4548142003,0.04695,5.7066,0.02052,,6256.34,1.2040000000000002,1.168,0.010250000000000023,"['[M/H]', '[Fe/H]']",0.389,4.332,1.375,0.8393,+40d13m41.42s,40.2281717,761.966,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.116,1.414,2.47,2.605
Kepler-632 b,Kepler-632,1,1,0,Transit,30.996580282000004,0.1849333333333333,2.375,0.197,,,,0.0,16.245,511.3333333333333,89.25999999999999,2455012.3869212,0.06693,2.8916500000000003,0.02508,,5298.57,0.8639999999999999,0.885,0.13874999999999998,"['[M/H]', '[Fe/H]']",,4.5,6.66,5.90465,+40d17m18.98s,40.288605,,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.549,0.696,1.244,1.312
Kepler-633 b,Kepler-633,1,1,0,Transit,8.503398066,0.08396666666666668,2.165,0.145,,,,0.0,374.885,1144.3333333333333,86.08333333333333,2454997.0647402,0.0198325,2.993075,0.014353333333333334,,6091.0,1.4074999999999998,1.0775000000000001,-0.16333333333333333,[Fe/H],,4.1775,4.775,1.80785,+40d35m31.78s,40.5921599,680.54,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.893,1.131,1.989,2.098
Kepler-634 b,Kepler-634,1,1,0,Transit,5.169493972,0.059666666666666666,1.875,0.18,,,,0.0,676.64,1257.0,88.11333333333334,2454994.008358,0.02103,4.592525,0.013346666666666666,,6220.471666666667,1.276,1.0599999999999998,-0.33049999999999996,"['[M/H]', '[Fe/H]']",0.421,4.2425,3.13,0.5049666666666667,+40d42m09.85s,40.7027352,888.027,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.011,1.28,2.241,2.364
Kepler-635 b,Kepler-635,1,1,0,Transit,23.449654124,0.17103333333333334,2.8142,0.2825,,,,0.0,126.28000000000002,781.0,88.64333333333333,2455006.5425738,0.0314,8.723025,0.016873333333333334,,6217.829999999999,1.6266666666666667,1.22,0.27799999999999997,"['[M/H]', '[Fe/H]']",0.735,4.1433333333333335,2.865,0.2848333333333333,+40d48m02.53s,40.8007019,1141.08,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.264,1.6,2.796,2.95
Kepler-636 b,Kepler-636,2,1,0,Transit,16.080659542,0.11123333333333334,4.3052,0.47800000000000004,,,,0.0,37.28666666666667,531.0,89.94,2455006.1121333996,0.31286,2.924975,0.050210000000000005,,5096.08,0.7859999999999999,0.7499999999999999,-0.3445,"['[Fe/H]', '[M/H]']",,4.64,2.955,6.62395,+41d05m42.32s,41.0950891,310.301,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.503,0.637,1.144,1.207
Kepler-637 b,Kepler-637,1,1,0,Transit,23.205810231999997,0.17803333333333335,3.6712000000000002,0.314,,,,0.0,144.20666666666668,907.3333333333334,89.56,2455004.4797756,0.033535,4.3761,0.016890000000000002,,6230.416666666667,1.8949999999999998,1.425,0.121,"['[M/H]', '[Fe/H]']",0.382,3.9749999999999996,2.07,1.8945999999999998,+41d25m00.62s,41.4168384,786.091,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,2.098,2.658,4.651,4.906
Kepler-638 b,Kepler-638,1,1,0,Transit,6.0796711299999995,0.06263333333333333,2.7854,0.251,,,,0.0,586.04,1168.6666666666667,80.04333333333334,2454993.8616994,0.029415,7.220175,0.01710666666666667,,5405.113333333334,1.6183333333333334,0.89,-0.12175000000000001,"['[M/H]', '[Fe/H]']",0.532,4.064,12.875,0.08513333333333334,+41d37m01.95s,41.6172093,991.214,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.62,0.785,1.401,1.478
Kepler-639 b,Kepler-639,1,1,0,Transit,10.214153582,0.09403333333333334,2.3491999999999997,0.23099999999999998,,,,0.0,223.52333333333334,933.0,86.31666666666668,2454995.5340206,0.030375,5.9787,0.016873333333333334,,5894.954999999999,1.3716666666666668,1.0759999999999998,0.11875,"['[M/H]', '[Fe/H]']",0.483,4.2379999999999995,3.435,0.3337333333333334,+41d43m37.00s,41.726944,850.242,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.001,1.268,2.23,2.352
Kepler-640 b,Kepler-640,1,1,0,Transit,22.248165278000002,0.1586,2.6854,0.241,,,,0.0,35.016666666666666,626.0,88.66000000000001,2455002.6861699997,0.06207,4.02445,0.024916666666666667,,5653.083333333333,0.9974999999999999,1.04,0.23700000000000002,"['[Fe/H]', '[M/H]']",-0.024,4.46,2.145,0.8974666666666667,+42d07m54.26s,42.1317392,557.787,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.681,0.862,1.525,1.609
Kepler-641 b,Kepler-641,1,1,0,Transit,9.489590373999999,0.08645,2.1521999999999997,0.21450000000000002,,,,0.0,242.79000000000002,911.0,87.34,2454997.3363546,0.02725,3.558425,0.01589,,5644.156,1.3560000000000003,0.975,0.13633333333333333,"['[Fe/H]', '[M/H]']",0.39,4.225,8.34,0.6718999999999999,+42d30m58.30s,42.5161945,969.918,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.833,1.055,1.863,1.965
Kepler-642 b,Kepler-642,1,1,0,Transit,4.417462909999999,0.05686666666666667,2.6638,0.229,,,,0.0,1318.0966666666666,1493.6666666666667,87.92,2454994.0727674,0.028725,3.0314750000000004,0.016066666666666667,,6465.5419999999995,1.4966666666666668,1.2574999999999998,-0.05450000000000001,"['[Fe/H]', '[M/H]']",0.398,4.2,1.65,1.2298666666666664,+42d37m29.81s,42.624948,781.582,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.536,1.946,3.378,3.563
Kepler-643 b,Kepler-643,1,1,0,Transit,16.338897846,0.13115,11.253666666666668,0.992,321.0083,1.01,,0.185,208.67,964.6666666666666,87.50333333333333,2455010.9170938004,0.1739675,9.536000000000001,0.03898,,4879.075,2.638333333333333,1.13,0.13933333333333334,"['[M/H]', '[Fe/H]']",,3.6533333333333338,12.02,0.17804999999999999,+42d53m53.62s,42.8982283,1063.58,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.431,1.812,3.292,3.472
Kepler-644 b,Kepler-644,1,1,0,Transit,3.173913834,0.04616666666666667,3.0827999999999998,0.29400000000000004,,,,0.0,2021.293333333333,1655.3333333333333,83.89333333333333,2454996.307778,0.030895,3.600275,0.016999999999999998,,6487.278333333333,1.6933333333333334,1.34,0.049,"['[M/H]', '[Fe/H]']",0.71,4.1025,2.6,0.3622,+43d29m35.20s,43.4931119,1318.05,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.749,2.216,3.838,4.048
Kepler-645 b,Kepler-645,1,1,0,Transit,3.27581231,0.0464,2.5856,0.2195,,,,0.0,1590.0200000000002,1600.6666666666667,85.76333333333334,2454996.0473007997,0.027955,3.055625,0.015876666666666667,,6290.828333333334,1.4666666666666668,1.2180000000000002,0.005249999999999987,"['[Fe/H]', '[M/H]']",0.451,4.214,2.9050000000000002,0.6739999999999999,+44d02m09.11s,44.0358625,1173.57,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.011,1.281,2.239,2.361
Kepler-646 b,Kepler-646,1,1,0,Transit,15.873567962,0.11895,1.7632,0.16599999999999998,,,,0.0,37.846666666666664,627.0,88.78333333333335,2455015.4041986,0.043734999999999996,3.5784,0.020206666666666668,,5524.233333333334,0.83,0.9199999999999999,-0.375,"['[Fe/H]', '[M/H]']",-0.259,4.567500000000001,4.57,2.1214,+44d23m13.35s,44.3870422,451.794,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.655,0.83,1.469,1.55
Kepler-647 b,Kepler-647,1,2,0,Transit,16.225461858,0.12486666666666668,1.3122,0.125,,,,0.0,112.33999999999999,796.6666666666666,88.35333333333331,2454977.0205218,0.0120325,6.513625,0.01031,,6004.79,1.24,1.014,-0.27375,"['[Fe/H]', '[M/H]']",0.418,4.3,3.51,0.45303333333333334,+44d35m29.84s,44.5916225,1087.87,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.859,1.088,1.908,2.012
Kepler-647 c,Kepler-647,1,2,0,Transit,29.666337438,0.18693333333333337,3.19775,0.357,,,,0.0,38.95,651.3333333333334,89.19,2455014.9531095,0.06536750000000001,8.4787,0.02417666666666667,,6023.6849999999995,1.22,1.01,-0.31833333333333336,"['[Fe/H]', '[M/H]']",0.418,4.2775,2.75,0.4368,+44d35m29.84s,44.5916225,1087.87,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.205,1.526,2.683,2.829
Kepler-648 b,Kepler-648,1,1,0,Transit,17.421161594,0.13143333333333332,3.0172,0.279,,,,0.0,47.15,664.0,87.94999999999999,2455006.7930540005,0.09362,5.087625,0.029873333333333335,,5723.796666666666,0.9259999999999999,1.02,0.14675,"['[Fe/H]', '[M/H]']",-0.053,4.5040000000000004,1.11,0.8538,+45d01m00.89s,45.0169137,636.03,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.728,0.922,1.628,1.717
Kepler-649 b,Kepler-649,1,1,0,Transit,29.907313634,0.18386666666666665,2.3846,0.201,,,,0.0,26.973333333333333,611.0,89.96000000000001,2455002.3101324,0.05866,4.873875,0.022150000000000003,,5870.666666666667,0.9683333333333334,0.9700000000000001,-0.27,[Fe/H],-0.044,4.44,2.845,2.2971666666666666,+45d04m46.03s,45.0794516,513.748,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.725,0.918,1.614,1.703
Kepler-65 b,Kepler-65,1,4,0,Transit,2.1549125025,0.0352,1.4292857142857145,0.12940000000000002,2.4,0.0076,4.4,0.016,2191.9466666666667,1686.0,85.2075,2455069.6264092857,0.009602000000000001,3.207,0.0094325,,6183.666666666667,1.4028571428571428,1.2249999999999999,0.14,"['[M/H]', '[Fe/H]']",0.467,4.24,2.6199999999999997,0.49672499999999997,+41d09m03.99s,41.1511076,303.728,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.191,1.509,2.635,2.779
Kepler-65 c,Kepler-65,1,4,0,Transit,5.8599191288888886,0.0684,2.5355,0.2286,16.0,0.0505,1.64,0.03333333333333333,577.1833333333333,1208.0,88.92,2455069.6817271425,0.031404,4.06598,0.016905,,6183.666666666667,1.4028571428571426,1.2249999999999999,0.14,"['[M/H]', '[Fe/H]']",0.467,4.24,2.6199999999999997,0.6782250000000001,+41d09m03.99s,41.1511076,303.728,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.191,1.509,2.635,2.779
Kepler-65 d,Kepler-65,1,4,0,Transit,8.131252695555554,0.08486666666666666,1.58,0.14079999999999998,4.14,0.013,5.7,0.038,373.31666666666666,1084.6666666666667,86.795,2455073.2118292856,0.011034,4.32346,0.010750000000000001,,6183.666666666667,1.4028571428571428,1.225,0.14,"['[Fe/H]', '[M/H]']",0.467,4.24,2.6199999999999997,0.41745,+41d09m03.99s,41.1511076,303.728,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.191,1.509,2.635,2.779
Kepler-65 e,Kepler-65,1,4,0,Radial Velocity,258.8,,,,260.0,0.82,,0.283,,,127.0,2455945.4,,,,,,1.44,1.25,,,,,,,+41d09m03.99s,41.1511076,303.728,,,,,,,,,,,,,,,,,,False,,,,,,
Kepler-650 b,Kepler-650,1,1,0,Transit,3.032148595,0.042199999999999994,3.5775000000000006,0.264,,,,0.0,1467.295,1583.0,80.97333333333334,2455004.734065,0.0486525,3.86015,0.02204,,5867.74,1.5175,1.0966666666666667,0.05025,"['[Fe/H]', '[M/H]']",,4.117500000000001,6.46,0.32635,+45d09m15.47s,45.1542968,884.378,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.034,1.31,2.306,2.432
Kepler-651 b,Kepler-651,1,1,0,Transit,21.385023920000002,0.14426666666666665,2.2483999999999997,0.20600000000000002,,,,0.0,27.99333333333333,594.0,89.30666666666666,2455001.09083025,0.0663825,4.115600000000001,0.02390666666666667,,5494.961666666667,0.8480000000000001,0.89,-0.152,"['[M/H]', '[Fe/H]']",-0.253,4.533333333333334,3.625,1.7978333333333332,+46d12m12.37s,46.2034366,509.408,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.606,0.767,1.363,1.437
Kepler-652 b,Kepler-652,1,1,0,Transit,4.1820028879999995,0.04923333333333333,2.4974000000000003,0.2175,,,,0.0,227.56666666666663,1005.0,89.945,2454998.2618184,0.08545,2.30025,0.02623666666666667,,5390.333333333333,0.874,0.915,0.17,[Fe/H],-0.27,4.5125,4.29,3.0196000000000005,+46d28m25.00s,46.4736108,394.55,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.607,0.768,1.366,1.441
Kepler-653 b,Kepler-653,1,2,0,Transit,14.707513462,0.1204,1.8808,0.173,,,,0.0,90.90333333333335,773.3333333333334,89.875,2454999.9668197995,0.0263925,3.2015000000000002,0.014693333333333334,,5630.132,1.185,1.046,0.33,"['[Fe/H]', '[M/H]']",0.119,4.314,5.279999999999999,2.949533333333333,+46d43m04.04s,46.7177898,595.634,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.865,1.095,1.937,2.043
Kepler-653 c,Kepler-653,1,2,0,Transit,1.5756588550000001,0.028099999999999997,0.8036,0.0695,,,,0.0,3767.646666666667,1730.3333333333333,87.35666666666667,2454966.117095,0.004933333333333334,1.3232,0.006945,,5630.132,1.185,1.046,0.32999999999999996,"['[M/H]', '[Fe/H]']",0.119,4.314,5.279999999999999,2.3693666666666666,+46d43m04.04s,46.7177898,595.634,terrestrial,,,,,,,,,,,,,,,,,False,0.0,0.0,0.865,1.095,1.937,2.043
Kepler-654 b,Kepler-654,1,1,0,Transit,13.724619040000002,0.11623333333333334,2.6003999999999996,0.2265,,,,0.0,191.58666666666667,933.6666666666666,85.905,2455005.4111047997,0.0283725,7.100300000000001,0.016583333333333335,,5917.666666666667,1.4300000000000002,1.084,0.04666666666666667,[Fe/H],0.462,4.172,5.785,0.18239999999999998,+46d50m03.30s,46.8342497,974.124,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.854,1.082,1.903,2.008
Kepler-655 b,Kepler-655,1,1,0,Transit,46.40653422999999,0.2632333333333334,2.6232,0.238,,,,0.0,27.576666666666668,572.6666666666666,89.39,2455016.7128768004,0.048040000000000006,7.2250250000000005,0.020926666666666666,,6219.965,1.174,1.1519999999999997,-0.04625,"['[Fe/H]', '[M/H]']",0.324,4.358,1.82,1.1073666666666666,+46d50m35.39s,46.843165,752.562,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.036,1.313,2.294,2.42
Kepler-656 b,Kepler-656,1,1,0,Transit,1.260258134,0.0226,3.2342,0.2815,,,,0.0,1265.9633333333334,1515.6666666666667,80.34666666666665,2454995.8474121997,0.1176575,1.8871499999999999,0.03345,,5357.786666666667,0.875,0.9550000000000001,0.28300000000000003,"['[Fe/H]', '[M/H]']",-0.299,4.529999999999999,3.435,0.9302,+47d22m53.54s,47.381538,890.352,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.529,0.67,1.2,1.266
Kepler-657 b,Kepler-657,1,1,0,Transit,24.543560488,0.16620000000000001,3.2925,0.314,,,,0.0,34.07,617.0,88.98333333333335,2455011.1013578,0.11647500000000001,7.479449999999999,0.03213666666666667,,5861.0,1.06,1.01,-0.065,[Fe/H],0.279,4.37,2.285,0.5609333333333333,+47d18m27.92s,47.3077545,1691.88,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.765,0.969,1.707,1.8
Kepler-658 b,Kepler-658,1,1,0,Transit,1.287076872,0.01883333333333333,1.5407999999999997,0.152,,,,0.0,162.99666666666667,902.0,88.05333333333334,2454995.3501642,0.07722,1.572175,0.024980000000000002,,3949.6,0.5966666666666667,0.5733333333333334,0.049999999999999996,[Fe/H],-0.899,4.678,8.395,3.0747,+47d34m42.20s,47.5783897,388.384,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.245,0.31,0.585,0.617
Kepler-659 b,Kepler-659,1,1,0,Transit,17.671766548,0.11996666666666667,2.4526,0.2355,,,,0.0,18.146666666666665,512.6666666666666,88.28666666666668,2455008.7655648002,0.0942275,3.3846249999999998,0.031123333333333336,,4849.333333333333,0.7299999999999999,0.755,-0.07,[Fe/H],-0.526,4.5975,6.07,1.6318000000000001,+47d30m34.88s,47.5096893,722.64,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.414,0.525,0.955,1.007
Kepler-66 b,Kepler-66,1,1,0,Transit,17.815876149999998,0.1341,3.015333333333333,0.2743333333333333,,,,0.0,59.66,693.5,88.42333333333333,2454967.4843145004,0.086145,3.537675,0.0284725,G0 V,5900.033333333333,0.98,1.0074999999999998,-0.1315,"['[Fe/H]', '[M/H]']",0.051,4.47,1.2133333333333334,1.8192,+46d41m15.82s,46.687728,1202.96,neptune-like,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,0.767,0.971,1.705,1.798
Kepler-660 b,Kepler-660,1,1,0,Transit,9.2736400775,0.07644999999999999,2.5488000000000004,0.228,,,,0.0,42.97,646.0,88.65666666666668,2454996.9823869998,0.132,3.386575,0.03355666666666667,,4816.2,0.71,0.7224999999999999,-0.185,[Fe/H],-0.626,4.596666666666667,9.185,2.3191333333333337,+47d43m28.43s,47.7245642,568.431,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.384,0.487,0.889,0.938
Kepler-661 b,Kepler-661,1,1,0,Transit,6.029294122,0.05753333333333333,2.9936000000000003,0.258,,,,0.0,49.22,670.3333333333334,88.46666666666665,2454997.3683196,0.2012275,1.676025,0.04324999999999999,,4493.833333333333,0.6539999999999999,0.708,0.12000000000000001,[Fe/H],-0.814,4.65,8.934999999999999,9.361533333333334,+47d51m47.43s,47.8631748,534.788,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.323,0.409,0.757,0.798
Kepler-662 b,Kepler-662,1,1,0,Transit,21.676961158,0.13346666666666665,2.5036,0.2465,,,,0.0,16.849999999999998,482.0,88.50666666666666,2455000.2009248,0.0892525,3.360425,0.030966666666666667,,4878.143333333333,0.746,0.6833333333333332,-0.35525,"['[Fe/H]', '[M/H]']",-0.356,4.566000000000001,7.3149999999999995,2.8072666666666666,+47d55m44.85s,47.9291252,815.637,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.418,0.53,0.963,1.016
Kepler-663 b,Kepler-663,1,1,0,Transit,4.996786243999999,0.05445,2.6514,0.24,,,,0.0,167.46499999999997,905.0,87.98333333333335,2455004.7395204,0.099035,2.1622749999999997,0.029096666666666663,,5253.8,0.84,0.8600000000000001,0.105,[Fe/H],-0.313,4.505,7.135,2.5759666666666665,+47d56m47.88s,47.9466342,1063.09,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.526,0.666,1.194,1.26
Kepler-664 b,Kepler-664,1,1,0,Transit,2.5255973800000002,0.036699999999999997,2.6456,0.22149999999999997,,,,0.0,789.295,1398.3333333333333,86.53000000000002,2455004.5942732,0.066565,1.7069,0.02451666666666667,,5869.2,0.978,1.0225,0.07,[Fe/H],-0.111,4.453333333333333,4.29,3.0391999999999997,+48d13m34.33s,48.226203,1210.12,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.76,0.963,1.7,1.793
Kepler-665 b,Kepler-665,1,1,0,Transit,16.013044474,0.1129,2.7728,0.232,,,,0.0,25.015,573.0,88.77666666666666,2455002.955911,0.1215525,3.2288500000000004,0.03368666666666667,,4930.4,0.7424999999999999,0.7600000000000001,0.035,[Fe/H],-0.595,4.5633333333333335,9.19,2.894433333333333,+48d28m42.84s,48.4785669,612.838,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.421,0.533,0.968,1.021
Kepler-666 b,Kepler-666,1,1,0,Transit,4.498774874,0.054099999999999995,2.351,0.2205,,,,0.0,482.63,1129.5,86.24666666666667,2454997.1529934,0.050205,3.8991000000000002,0.021390000000000003,,5975.6,1.078,1.045,-0.055,[Fe/H],0.182,4.42,2.05,0.7278333333333333,+48d47m29.73s,48.7915925,1508.71,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.813,1.03,1.811,1.91
Kepler-667 b,Kepler-667,1,1,0,Transit,41.439677382,0.2234,6.413200000000001,0.72,,,,0.0,44.269999999999996,495.0,89.16666666666667,2455033.6441504,0.29153,10.601825,0.04903,,5344.0,1.468,0.88,0.185,[Fe/H],,4.453333333333333,9.24,0.27575,+49d01m02.26s,49.0172956,2302.45,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.57,0.722,1.29,1.361
Kepler-668 b,Kepler-668,1,1,0,Transit,8.353907484,0.07743333333333334,2.5740000000000003,0.22349999999999998,,,,0.0,86.99000000000001,792.6666666666666,89.095,2454997.9487766,0.103815,2.341475,0.029983333333333334,,5482.2,0.774,0.89,-0.21333333333333337,[Fe/H],-0.396,4.586666666666667,2.1950000000000003,5.381733333333333,+49d16m38.18s,49.2772713,784.618,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.541,0.686,1.225,1.292
Kepler-669 b,Kepler-669,1,1,0,Transit,4.125550684,0.051949999999999996,4.613,0.45399999999999996,,,,0.0,696.0550000000001,1224.3333333333333,86.13666666666667,2455002.7518197997,0.1537,3.210375,0.036989999999999995,,6040.2,1.232,1.0975,0.12000000000000001,[Fe/H],0.358,4.325,2.13,0.6857000000000001,+49d15m14.21s,49.2539473,2063.41,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.968,1.227,2.149,2.267
Kepler-67 b,Kepler-67,1,1,0,Transit,15.725882671666668,0.117375,2.9983333333333335,0.25833333333333336,,,,0.0,31.94666666666667,616.3333333333334,88.94,2455019.4055151665,0.132745,3.893275,0.034132499999999996,G9 V,5265.428571428572,0.818,0.8666666666666667,-0.20333333333333337,"['[Fe/H]', '[M/H]']",-0.376,4.5475,1.4300000000000002,2.438975,+46d09m59.03s,46.1663976,1131.19,neptune-like,,,,,,,,,,G9,,,,,,,False,0.0,0.0,0.511,0.648,1.158,1.222
Kepler-670 b,Kepler-670,1,1,0,Transit,2.81650493,0.03783333333333333,12.4968,1.1355,,,,0.0,544.1999999999999,1237.6666666666667,89.66,2454996.081315,1.746305,2.5489724999999996,0.11866,,5572.5,0.97,0.9333333333333332,0.07666666666666667,[Fe/H],-0.1,4.43,7.195,1.8374,+49d13m31.08s,49.2252988,939.744,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.729,0.923,1.63,1.72
Kepler-671 b,Kepler-671,1,1,0,Transit,4.280968887999999,0.05015,2.4955,0.2385,,,,0.0,276.54333333333335,1011.6666666666666,86.92,2454997.190237,0.0747775,2.9606500000000002,0.02570333333333333,,5592.2,0.9179999999999999,0.9375,-0.07333333333333335,[Fe/H],-0.081,4.494999999999999,2.485,1.2853666666666665,+49d18m50.74s,49.3140933,1168.26,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.682,0.864,1.53,1.613
Kepler-672 b,Kepler-672,1,1,0,Transit,38.377522168,0.2227,2.5927999999999995,0.22949999999999998,,,,0.0,18.396666666666665,531.0,89.695,2454998.1450532,0.0724125,5.616325,0.024553333333333333,,5660.420000000001,0.958,0.984,0.06575,"['[Fe/H]', '[M/H]']",-0.112,4.465000000000001,2.2350000000000003,1.6369333333333334,+49d28m51.06s,49.4808492,1033.93,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.661,0.837,1.483,1.564
