pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_trandep,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum_x,st_logg,st_age,st_dens,decstr,dec,sy_dist,pl_type,IST,SPH,HZD,HZC,HZA,pClass,hClass,PHI,is_pot_livable,st_class,st_chz_inn_edge (AU),st_chz_out_edge (AU),st_lum_y,st_chz_width,st_chz_inn_edge (ls),st_chz_out_edge (ls),pl_orb_is_in_CHZ,pl_orb_prc_in_cCHZ,pl_orb_prc_in_cCHZ,OHZIN,CHZIN,CHZOUT,OHZOUT
BD+49 828 b,BD+49 828,1,1,0,Radial Velocity,2590.0,4.2,,,508.5,1.6,,0.35,,,,,,,,K0,4943.0,7.6,1.52,-0.19,[Fe/H],1.47,2.85,2.34,,+49d43m47.81s,49.7299481,442.042,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,25.9,59.7,4.267,5.404,9.802,10.339
BD+55 362 b,BD+55 362,1,1,0,Radial Velocity,265.59,0.78,,,228.83645,0.72,,0.27,,,0.601,,,,,K3,5012.0,,0.91,0.18,[Fe/H],,4.09,,,+56d41m53.62s,56.6982282,52.5697,gas giant,,,,,,,,,,K3,0.4,0.64,0.18,0.24,199.01,317.56,True,0.0,49.3,0.838,1.062,1.921,2.026
BD+63 1405 b,BD+63 1405,1,1,0,Radial Velocity,1198.48,2.06,,,1258.60049,3.96,,0.88,,,5.974,,,,,K0,5000.0,,0.82,-0.09,[Fe/H],,4.2,,,+63d40m12.02s,63.6700064,38.0473,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,8.4,11.6,0.698,0.885,1.601,1.688
BD-00 4475 b,BD-00 4475,1,1,0,Radial Velocity,723.2,1.48,,,7961.6016,25.05,,0.39,,,13.31,,,,,G0,5040.0,,0.81,-0.14,[Fe/H],,4.25,,,+00d24m30.82s,0.4085612,42.6402,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,True,39.9,44.7,0.664,0.842,1.521,1.604
BD-06 1339 b,BD-06 1339,1,2,0,Radial Velocity,3.8728,0.0428,,,8.5,0.027,,0.0,,,,,,,,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],-1.022,4.74,4.4,,-05d59m46.82s,-5.9963378,20.2695,neptune-like,,,,,,,,,,K7,,,,,,,False,0.0,0.0,0.248,0.314,0.586,0.618
BD-06 1339 c,BD-06 1339,1,2,0,Radial Velocity,125.94,0.435,,,53.0,0.17,,0.31,,,,,,,,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],-1.022,4.74,4.4,,-05d59m46.82s,-5.9963378,20.2695,gas giant,,,,,,,,,,K7,,,,,,,False,89.7,100.0,0.248,0.314,0.586,0.618
BD-08 2823 b,BD-08 2823,1,2,0,Radial Velocity,5.6,0.057999999999999996,,,13.5566,0.042499999999999996,,0.15,,,,,,,,K3 V,4781.0,0.71,0.62,-0.065,[Fe/H],,4.279999999999999,4.5,,-09d30m59.65s,-9.5165689,41.3342,neptune-like,,,,,,,,,,K3,0.4,0.64,0.18,0.24,199.01,317.56,False,0.0,0.0,0.39,0.494,0.9,0.949
BD-08 2823 c,BD-08 2823,1,2,0,Radial Velocity,237.6,0.68,,,104.0,0.33,,0.19,,,,,,,,K3 V,4746.0,,0.74,-0.07,[Fe/H],,4.13,4.5,,-09d30m59.65s,-9.5165689,41.3342,gas giant,,,,,,,,,,K3,0.4,0.64,0.18,0.24,199.01,317.56,True,0.0,62.1,0.655,0.83,1.518,1.601
BD-10 3166 b,BD-10 3166,1,1,0,Radial Velocity,3.487558333333333,0.04405,,,157.0836625,0.49424999999999997,,0.027750000000000004,,,,2451705.963,,,,K0 V,5391.88,0.94,1.145,0.40800000000000003,[Fe/H],,4.5575,,,-10d46m13.52s,-10.7704227,84.4069,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,0.0,0.0,0.609,0.771,1.375,1.451
BD-11 4672 b,BD-11 4672,1,2,0,Radial Velocity,1650.5,2.32,,,187.51475,0.5900000000000001,,0.05,,,,,,,,K7 V,4512.5,0.5800000000000001,0.61,-0.415,[Fe/H],-0.804,4.369999999999999,5.9,3.53,-11d38m13.37s,-11.6370481,27.1665,gas giant,,,,,,,,,,K7,,,,,,,False,0.0,0.0,0.316,0.401,0.739,0.78
BD-11 4672 c,BD-11 4672,1,2,0,Radial Velocity,74.2,0.3,,,15.37,0.04836,,0.4,,,,,,,,,4550.0,0.64,0.65,-0.35,[Fe/H],-0.804,4.64,7.4,3.53,-11d38m13.37s,-11.6370481,27.1665,neptune-like,,,,,,,,,,,,,,,,,False,25.3,58.3,0.316,0.401,0.739,0.78
BD-13 2130 b,BD-13 2130,1,1,0,Radial Velocity,714.299995,1.88,,,3238.6877,10.19,,0.21,,,,,,,,,4545.0,19.17,2.26,-0.08,[Fe/H],,2.2,0.74,,-13d54m24.01s,-13.9066703,925.214,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,9.474,12.0,22.144,23.357
BD-17 63 b,BD-17 63,1,1,0,Radial Velocity,655.5999899999999,1.34,,,1263.3577500000001,3.9749999999999996,,0.54,,,,,,,,K5 V,4689.5,0.715,0.525,-0.009999999999999998,[Fe/H],-0.678,4.225,4.3,,-16d13m38.37s,-16.2273254,34.4603,gas giant,,,,,,,,,,K5,0.27,0.43,0.0824,0.16,134.65,214.86,False,13.5,15.1,0.363,0.46,0.843,0.889
CD Cet b,CD Cet,1,1,0,Radial Velocity,2.2907,0.0185,,,3.95,0.01243,,,8.6,464.0,87.48,,,,,M5.0 V,3130.0,0.17,0.16,0.13,[Fe/H],-2.533,4.93,3.0,,+04d46m30.68s,4.7751881,8.60715,super earth,,,,,,,,,,M5,0.04,0.07,0.0022,0.03,22.0,35.11,False,0.0,0.0,0.044,0.056,0.111,0.117
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,Imaging,10037.5,2.6,,,3337.1,10.5,,,,370.0,,,,,,,580.5,,0.02,,,,4.72,,,+10d13m43.0s,10.2286111,,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.001,0.001,0.003,0.003
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,0,Imaging,8040000.0,200.0,20.849,1.86,2479.06157,7.8,,,,1800.0,,,,,,M9-L1,2320.0,0.24,0.01,,,-2.85,3.85,0.003,,-23d58m52.14s,-23.98115,,gas giant,,,,,,,,,,M9,0.0,0.0,1.16e-06,0.0,0.51,0.81,False,0.0,0.0,0.031,0.04,0.081,0.085
CHXR 73 b,CHXR 73,1,1,0,Imaging,,210.0,,,3994.486,12.569,,,,,,,,,,M3.5,,,0.35,,,,,0.002,,-77d37m33.14s,-77.6258725,190.374,gas giant,,,,,,,,,,M3,0.12,0.18,0.015,0.07,57.45,91.67,False,,,,,,
CI Tau b,CI Tau,1,1,0,Radial Velocity,8.9891,,,,3686.828,11.6,,0.25,,,50.5,,,,,K7,,,0.9,,,-0.108,,0.003,,+22d50m29.83s,22.8416192,157.998,gas giant,,,,,,,,,,K7,,,,,,,False,,,,,,
COCONUTS-2 b,COCONUTS-2 A,1,1,0,Imaging,402000000.0,7506.0,12.442,1.11,2002.31896,6.3,,,,434.0,,,,,,M3 V,3406.0,0.39,0.37,0.0,[Fe/H],-1.732,4.83,0.475,,-76d42m09.71s,-76.702696,10.8864,gas giant,,,,,,,,,,M3,0.12,0.18,0.015,0.07,57.45,91.67,False,,,,,,
CT Cha b,CT Cha,1,1,0,Imaging,,440.0,24.66,2.2,5403.0,17.0,,,,2600.0,,,,,,,,,,,,,,0.002,,-76d27m19.33s,-76.4553693,190.72,,,,,,,,,,,,,,,,,,False,,,,,,
CoRoT-1 b,CoRoT-1,1,1,0,Transit,1.5089672625,0.026220000000000004,17.1628,1.5312,348.97436000000005,1.1150000000000002,0.36650000000000005,0.03566666666666666,,1882.3333333333333,85.47,2454240.1770852497,1.92654,,0.13845000000000002,G0 V,6124.0,1.1524999999999999,1.0666666666666667,-0.12,"['[Fe/H]', '[M/H]']",,4.279999999999999,4.7,0.93,-03d06m07.70s,-3.1021394,787.909,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,0.874,1.108,1.945,2.051
CoRoT-10 b,CoRoT-10,1,1,0,Transit,13.2406,0.10575,10.763666666666666,0.9555,875.0811,2.7533333333333334,3.85,0.527,,623.5,88.56,2454273.3439499997,1.61036,2.98,0.1269,K1 V,5075.0,0.765,0.895,0.26,[Fe/H],,4.65,1.55,3.21,+00d44m45.65s,0.7460143,338.386,gas giant,,,,,,,,,,K1,0.5,0.79,0.28,0.3,248.21,396.07,False,0.0,0.0,0.476,0.603,1.087,1.147
CoRoT-11 b,CoRoT-11,1,1,0,Transit,2.9943275,0.043795,15.905999999999999,1.415333333333333,777.085875,2.4450000000000003,1.0075,0.18,,1702.3333333333333,83.23666666666666,2454659.55883,1.15245,2.287793333333333,0.10345,F6 V,6391.5,1.3533333333333335,1.33,0.013333333333333334,[Fe/H],,4.249999999999999,2.0,0.6745,+05d56m15.57s,5.9376586,655.037,gas giant,,,,,,,,,,F6,,,,,,,False,0.0,0.0,1.228,1.555,2.704,2.852
CoRoT-12 b,CoRoT-12,1,1,0,Transit,2.82804734,0.039722499999999994,15.619499999999999,1.3780000000000001,285.4083125,0.8980000000000001,0.42175,0.060000000000000005,,1423.0,85.66000000000001,2454398.6275433335,1.744,2.57424,0.1314,,5675.0,1.085,1.0333333333333334,0.16,[Fe/H],0.07,4.395,6.09,1.1833333333333333,-01d17m47.20s,-1.2964437,1126.37,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.816,1.034,1.828,1.928
CoRoT-13 b,CoRoT-13,1,1,0,Transit,4.03519,0.051035,11.977,1.0685,418.57622999999995,1.317,1.8466666666666665,0.0335,,1566.0,86.645,2454790.8095000004,,3.14,0.0909,G0 V,5945.0,1.1400000000000001,1.09,0.01,[Fe/H],,4.359999999999999,3.0116666666666667,1.1045,-05d05m11.24s,-5.0864557,1148.93,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,0.795,1.006,1.767,1.864
CoRoT-14 b,CoRoT-14,1,1,0,Transit,1.51214,0.026926666666666668,11.949666666666667,1.054,2403.8182333333334,7.563333333333333,7.8,0.018,,1944.0,79.65,2454787.6698000003,,1.662,0.0925,F9 V,6037.5,1.2,1.125,0.05,[Fe/H],,4.345,3.95,0.925,-05d32m09.74s,-5.5360385,1744.6,gas giant,,,,,,,,,,F9,,,,,,,False,0.0,0.0,0.976,1.236,2.166,2.284
CoRoT-16 b,CoRoT-16,1,1,0,Transit,5.35227,0.0618,13.1125,1.17,169.08203500000002,0.532,0.425,0.35,,,85.01,2454923.91415,1.02,2.39,0.101,G5 V,5650.0,1.19,1.1,0.19,[M/H],,4.36,6.715,0.93,-06d00m09.37s,-6.0026026,732.409,gas giant,,,,,,,,,,G5,0.78,1.25,0.69,0.47,389.63,621.76,False,0.0,0.0,0.861,1.09,1.929,2.035
CoRoT-17 b,CoRoT-17,1,1,0,Transit,3.7681,0.0471,11.383333333333333,1.0135,773.3740333333334,2.433333333333333,2.8786,0.0405,,1618.0,88.64666666666666,2454923.30965,0.44,4.72001,,G2 V,5740.0,1.605,1.04,0.0,[Fe/H],,4.220000000000001,9.35,0.331,-06d36m44.24s,-6.612288,1176.12,gas giant,,,,,,,,,,G2,0.93,1.48,0.97,0.55,461.97,737.19,False,0.0,0.0,1.181,1.495,2.64,2.785
CoRoT-18 b,CoRoT-18,1,1,0,Transit,1.90007965,0.02896666666666667,14.057999999999998,1.2356666666666667,1072.663725,3.375,2.2275,0.052500000000000005,,1509.0,87.73333333333333,2455321.7248899997,,2.387,0.1336,G9 V,5440.0,0.9333333333333332,0.8966666666666666,0.0,[Fe/H],-0.17,4.443333333333334,0.316,1.5633333333333335,-00d01m53.78s,-0.0316045,764.889,gas giant,,,,,,,,,,G9,,,,,,,False,0.0,0.0,0.679,0.86,1.531,1.615
CoRoT-19 b,CoRoT-19,1,1,0,Transit,3.89713,0.05155333333333333,13.8995,1.24,355.4361166666667,1.1183333333333334,0.7253333333333334,0.051500000000000004,,1815.0,88.85,2455257.44141,,4.7,0.0786,F9 V,6090.0,1.615,1.1949999999999998,0.0,[Fe/H],0.544,4.095000000000001,4.95,0.40249999999999997,-00d10m14.63s,-0.1707293,790.663,gas giant,,,,,,,,,,F9,,,,,,,False,0.0,0.0,1.378,1.745,3.054,3.221
CoRoT-2 b,CoRoT-2,2,1,0,Transit,1.7429960440000003,0.0282425,16.34633333333333,1.4583333333333333,1090.1411666666665,3.4539999999999997,1.4336,0.012766666666666667,,1534.6666666666667,87.94199999999998,2454515.7179642,2.7644450000000003,2.27016,0.16436666666666666,,5604.6,0.9166666666666666,0.9875,0.0075,"['[Fe/H]', '[M/H]']",-0.131,4.436666666666667,1.5,1.8382,+01d23m01.19s,1.3836634,213.283,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.653,0.828,1.466,1.546
CoRoT-20 b,CoRoT-20,1,2,0,Transit,9.243015,0.08972,10.76175,1.0,1396.53318,4.394,6.7425,0.5756666666666667,,1042.0,85.87,2455266.0008666664,,2.2248,0.0863,G2 V,5880.0,1.1733333333333333,1.1166666666666665,0.14,[Fe/H],0.17,4.260000000000001,3.3333333333333335,1.0533333333333335,+00d13m36.82s,0.2268931,844.061,gas giant,,,,,,,,,,G2,0.93,1.48,0.97,0.55,461.97,737.19,False,,,,,,
CoRoT-20 c,CoRoT-20,1,2,0,Radial Velocity,1675.0,2.9,,,5403.11,17.0,,0.6,,,,,,,,,,,1.14,,,,,,,+00d13m36.82s,0.2268931,844.061,gas giant,,,,,,,,,,,,,,,,,False,,,,,,
CoRoT-21 b,CoRoT-21,1,1,0,Transit,2.72474,0.04165,14.572,1.3,711.9392,2.24,1.3,0.195,,,86.8,2454399.0286,,4.76,0.067,F8 IV,6200.0,1.95,1.29,0.0,[Fe/H],,3.7,4.1,0.255,-00d17m56.96s,-0.2991544,,gas giant,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,0.0,1.643,2.081,3.634,3.833
CoRoT-22 b,CoRoT-22,1,1,0,Transit,9.75598,0.092,4.88,0.435,12.2,0.038,0.249,0.077,,885.0,89.749,2454598.42014,,4.492,0.03927,G3 V,5939.0,1.14,1.1,0.17,[Fe/H],,4.36,3.3,1.027,+06d13m09.00s,6.2191669,627.158,neptune-like,,,,,,,,,,G3,,,,,,,False,0.0,0.0,0.895,1.134,1.992,2.101
CoRoT-23 b,CoRoT-23,1,1,0,Transit,3.6313,0.048163333333333336,12.255333333333335,1.115,948.1848333333334,2.983333333333333,2.875833333333333,0.16,,1685.0,85.2,2455308.9395,,3.888,0.0671,G0 V,5900.0,1.675,1.13,0.05,[Fe/H],,4.154999999999999,6.300000000000001,0.40049999999999997,+04d21m27.91s,4.3577516,1060.97,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,1.251,1.585,2.786,2.938
CoRoT-24 b,CoRoT-24,1,2,0,Transit,5.1134,0.056,3.7,0.33,5.7,0.018,0.9,0.0,,1070.0,86.5,2454789.611,,2.85,0.037,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],,4.55,11.0,,-03d43m09.44s,-3.7192892,591.555,neptune-like,,,,,,,,,,K1,0.5,0.79,0.28,0.3,248.21,396.07,False,0.0,0.0,0.496,0.628,1.139,1.201
CoRoT-24 c,CoRoT-24,1,2,0,Transit,11.759,0.098,5.0,0.44,28.0,0.088,1.3,0.0,,850.0,89.0,2454795.3803,,4.8,0.05,K1 V,4950.0,0.86,0.91,0.3,[Fe/H],,4.55,11.0,,-03d43m09.44s,-3.7192892,591.555,neptune-like,,,,,,,,,,K1,0.5,0.79,0.28,0.3,248.21,396.07,False,0.0,0.0,0.496,0.628,1.139,1.201
CoRoT-25 b,CoRoT-25,1,1,0,Transit,4.86069,0.057844999999999994,12.108,1.08,89.467095,0.2815,0.195,0.11,,1330.0,84.5,2454576.21595,,1.92,0.085,F9,6040.0,1.19,1.09,0.0,[Fe/H],,4.31,4.5,,+06d30m49.76s,6.5138223,1103.48,gas giant,,,,,,,,,,F9,,,,,,,False,0.0,0.0,0.961,1.217,2.132,2.249
CoRoT-26 b,CoRoT-26,1,1,0,Transit,4.20474,0.05255,14.1215,1.26,174.8007,0.55,0.32,0.205,,1600.0,86.8,2454573.63025,,5.47,0.0718,G5,5590.0,1.79,1.09,0.01,[Fe/H],,3.99,8.6,,+06d58m11.22s,6.9697828,1045.18,gas giant,,,,,,,,,,G5,0.78,1.25,0.69,0.47,389.63,621.76,False,0.0,0.0,1.272,1.611,2.856,3.012
CoRoT-27 b,CoRoT-27,1,1,0,Transit,3.57532,0.04715,11.287,1.007,3287.8795,10.345,12.55,0.0495,,1500.0,86.7,2455748.6845,,2.77,0.099,G2,5900.0,1.08,1.05,0.0,[M/H],,4.4,4.205,1.24,+05d32m18.17s,5.5383811,1010.28,gas giant,,,,,,,,,,G2,0.93,1.48,0.97,0.55,461.97,737.19,False,0.0,0.0,0.839,1.063,1.869,1.971
CoRoT-28 b,CoRoT-28,1,1,0,Transit,5.20851,0.059649999999999995,10.705,0.955,153.35297500000001,0.4825,0.685,0.059,,,88.1,2455755.847,,5.7,0.0551,G8/9 IV,5150.0,1.78,1.01,0.15,[Fe/H],,3.6,12.0,0.27,+05d34m25.29s,5.5736911,766.183,gas giant,,,,,,,,,,G8,0.7,1.12,0.56,0.42,351.02,560.13,False,0.0,0.0,1.1,1.393,2.507,2.644
CoRoT-29 b,CoRoT-29,1,1,0,Transit,2.85056575,0.0388,10.088,0.9,268.56635,0.845,1.4449999999999998,0.101,,,86.55,2456239.6118733333,,2.19,0.10665,K0 V,5264.0,0.99,0.935,0.2,[Fe/H],-0.094,4.3149999999999995,4.25,1.4200499999999998,+06d28m46.45s,6.4795703,806.507,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,0.0,0.0,0.577,0.731,1.309,1.381
CoRoT-3 b,CoRoT-3,1,1,0,Transit,4.2567997,0.05739,11.35,1.0133333333333334,6856.3157249999995,21.572499999999998,25.599999999999998,0.008,,1695.0,85.93333333333334,2454283.13609,0.4398,3.384,0.06557333333333333,F3 V,6649.0,1.5275,1.3850000000000002,0.04666666666666667,[Fe/H],,4.22,1.85,0.48700000000000004,+00d07m18.61s,0.1218359,768.771,gas giant,,,,,,,,,,F3,,,,,,,False,0.0,0.0,1.505,1.907,3.302,3.483
CoRoT-30 b,CoRoT-30,1,1,0,Transit,9.06005,0.0844,11.31,1.009,921.707,2.9,3.45,0.007,,,90.0,2455665.5146,,,0.114,G3 V,5650.0,0.91,0.98,0.02,[Fe/H],,4.4,3.0,,+06d50m09.36s,6.8359338,1032.23,gas giant,,,,,,,,,,G3,,,,,,,False,0.0,0.0,0.658,0.834,1.475,1.556
CoRoT-31 b,CoRoT-31,1,1,0,Transit,4.62941,0.0586,16.365,1.46,266.9772,0.84,0.33,0.02,,,83.2,2455843.9445,,,0.0699,G2 IV,5700.0,2.15,1.25,0.0,[Fe/H],,3.85,4.7,,-04d25m20.27s,-4.4222978,2005.76,gas giant,,,,,,,,,,G2,0.93,1.48,0.97,0.55,461.97,737.19,False,0.0,0.0,1.578,1.999,3.533,3.726
CoRoT-4 b,CoRoT-4,1,1,0,Transit,9.20205,0.09048333333333332,13.226999999999999,1.1749999999999998,228.19940666666665,0.718,0.5416666666666666,0.07,,1066.0,89.97999999999999,2454141.364545,,,0.1047,,6190.0,1.16,1.1749999999999998,0.05,[Fe/H],,4.405,0.9,1.11,-00d40m22.03s,-0.6727861,726.412,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.983,1.245,2.175,2.294
CoRoT-5 b,CoRoT-5,1,1,0,Transit,4.0379059,0.04966,14.295333333333334,1.2753333333333334,148.9017025,0.46849999999999997,0.27,0.0885,,1394.3333333333333,85.91666666666667,2454400.199146667,1.461,,0.1155,F9 V,6100.0,1.1166666666666665,1.0033333333333332,0.0,"['[M/H]', '[Fe/H]']",0.18,4.3133333333333335,5.703333333333333,1.105,+00d48m54.78s,0.8152163,882.472,gas giant,,,,,,,,,,F9,,,,,,,False,0.0,0.0,0.976,1.237,2.164,2.283
CoRoT-6 b,CoRoT-6,1,1,0,Transit,8.886593,0.08545,13.140333333333333,1.1755,939.7051,2.955,2.2766666666666664,0.14,,1021.0,88.975,2454595.614775,,4.08,0.1169,F9 V,6090.0,1.03,1.05,0.0,[Fe/H],,4.425,2.5,1.31,+06d39m47.54s,6.6632062,645.294,gas giant,,,,,,,,,,F9,,,,,,,False,0.0,0.0,0.835,1.057,1.851,1.952
CoRoT-7 b,CoRoT-7,1,2,0,Transit,0.8536719740000001,0.017029000000000002,1.6774,0.15233333333333332,7.419838571428572,0.02334285714285714,6.6525,0.06,,1833.0,80.12,2454410.24054,0.03425,1.092,0.017913333333333333,G9 V,5270.6,0.8633333333333333,0.8880000000000001,0.0796,"['[Fe/H]', '[M/H]']",-0.289,4.51,1.5350000000000001,1.9062,-01d03m46.83s,-1.0630076,159.906,super earth,,,,,,,,,,G9,,,,,,,False,0.0,0.0,0.535,0.677,1.213,1.279
CoRoT-7 c,CoRoT-7,1,2,0,Radial Velocity,3.699,0.0455,,,10.98,0.034714999999999996,,0.06,,,80.0,2454445.0,,,,,5256.0,0.86,0.9,0.06,[M/H],-0.289,4.52,,1.9632,-01d03m46.83s,-1.0630076,159.906,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.554,0.702,1.259,1.327
CoRoT-8 b,CoRoT-8,1,1,0,Transit,6.212371999999999,0.0633225,6.9245,0.6336666666666667,69.28607333333333,0.218,1.2225000000000001,0.095,,896.0,88.00666666666666,2454239.0186050003,0.651,2.74,0.07995,K1 V,5080.0,0.8233333333333333,0.885,0.305,"['[Fe/H]', '[M/H]']",-0.4,4.525,2.35,2.28,+01d25m34.67s,1.4262972,322.037,gas giant,,,,,,,,,,K1,0.5,0.79,0.28,0.3,248.21,396.07,False,0.0,0.0,0.465,0.588,1.062,1.12
CoRoT-9 b,CoRoT-9,2,1,0,Transit,95.27322799999999,0.403675,11.781,1.051,266.33974,0.8373333333333334,0.8975,0.12566666666666668,,416.5,89.95333333333333,2454984.4359649997,1.55,8.174,0.11451,G3 V,5625.0,0.95,0.975,0.0,"['[Fe/H]', '[M/H]']",,4.51,6.0,1.6066666666666665,+06d12m14.68s,6.2040783,412.98,gas giant,,,,,,,,,,G3,,,,,,,False,0.0,0.0,0.689,0.873,1.546,1.631
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,Transit,6.71837,0.071,6.389,0.57,47.6745,0.15,1.1,,132.26,938.0,89.0,2455901.811,0.29,2.496,0.054,G0 VI,5970.0,0.79,1.08,0.0,[Fe/H],-0.155,4.67,,,+09d15m26.62s,9.2573953,576.683,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,0.621,0.786,1.379,1.455
DE CVn b,DE CVn,2,1,0,Eclipse Timing Variations,4098.1,5.75,,,3823.2733,12.0293,,0.0,,,86.0,,,,,,,,0.51,,,,,,,+45d32m43.96s,45.5455449,30.5225,gas giant,,,,,,,,,,,,,,,,,False,,,,,,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,Astrometry,246.36,0.36,,,9057.77,28.5,,0.345,,,56.6,,,,,L1.5,,,0.07,,,,,1.0,,-49d12m01.08s,-49.2003008,,gas giant,,,,,,,,,,L1,,,,,,,False,,,,,,
DH Tau b,DH Tau,1,1,0,Imaging,,330.0,30.264,2.7,3496.065,11.0,,,,2200.0,,,,,,M0.5,4371.0,0.8200000000000001,0.505,,,-0.212,4.0,0.001,0.3771,+26d32m57.80s,26.5493897,134.846,gas giant,,,,,,,,,,M0,0.25,0.4,0.072,0.15,125.86,200.85,False,,,,,,
DMPP-1 b,DMPP-1,1,4,0,Radial Velocity,18.57,0.1462,,,24.27,0.07636,,0.083,,877.0,,,,,,F8 V,6196.0,1.26,1.21,,,,4.41,2.01,,-10d37m49.16s,-10.6303217,62.5388,,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,0.0,1.06,1.343,2.346,2.474
DMPP-1 c,DMPP-1,1,4,0,Radial Velocity,6.584,0.0733,,,9.6,0.0302,,0.057,,1239.0,,,,,,F8 V,6196.0,1.26,1.21,,,,4.41,2.01,,-10d37m49.16s,-10.6303217,62.5388,,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,0.0,1.06,1.343,2.346,2.474
DMPP-1 d,DMPP-1,1,4,0,Radial Velocity,2.882,0.0422,,,3.35,0.01054,,0.07,,1632.0,,,,,,F8 V,6196.0,1.26,1.21,,,,4.41,2.01,,-10d37m49.16s,-10.6303217,62.5388,,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,0.0,1.06,1.343,2.346,2.474
DMPP-1 e,DMPP-1,1,4,0,Radial Velocity,5.516,0.0651,,,4.13,0.01299,,0.07,,1314.0,,,,,,F8 V,6196.0,1.26,1.21,,,,4.41,2.01,,-10d37m49.16s,-10.6303217,62.5388,,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,0.0,1.06,1.343,2.346,2.474
DMPP-2 b,DMPP-2,1,1,0,Radial Velocity,5.2072,0.0664,,,138.89171,0.437,,0.078,,1000.0,,,,,,F5 V,6500.0,1.78,1.44,,,0.104,4.1,2.0,,-34d27m32.75s,-34.4590985,137.94,,,,,,,,,,,F5,1.63,2.6,3.0,0.97,812.44,1296.45,False,0.0,0.0,0.81,1.026,1.782,1.88
DMPP-3 A b,DMPP-3 A,2,1,0,Radial Velocity,6.6734,0.0662,,,2.58,0.00812,,0.07,,854.0,,,,,,K0 V,5138.0,0.91,0.87,0.18,[Fe/H],,4.3,10.9,,-72d30m45.6s,-72.5126648,45.23,super earth,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,0.0,0.0,0.56,0.709,1.277,1.347
DP Leo b,DP Leo,2,1,0,Eclipse Timing Variations,9456.5,8.395,,,1959.33916,6.165,,0.39,,,,,,,,,,,0.69,,,,,,,+17d57m41.66s,17.9615717,305.684,gas giant,,,,,,,,,,,,,,,,,False,,,,,,
DS Tuc A b,DS Tuc A,2,1,0,Transit,8.138396,,6.095,0.5045,413.179,1.3,,0.0,145.1,908.0,89.16499999999999,2458568.317857,0.3256,3.2481999999999998,0.056955000000000006,G6 V,5461.333333333333,0.9266666666666667,0.985,-0.04,[Fe/H],-0.14,4.52,0.042499999999999996,2.2475,-69d11m45.75s,-69.196043,44.0622,neptune-like,,,,,,,,,,G6,0.75,1.2,0.64,0.45,375.25,598.81,False,0.0,0.0,0.652,0.826,1.471,1.552
EPIC 201170410.02,EPIC 201170410,1,1,0,Transit,6.7987,0.0349,1.047,0.093,,,,0.0,,,89.002,2456813.1485,,,0.034,,3648.0,0.28,0.29,-0.048,[Fe/H],,5.0,,,-04d48m25.21s,-4.8070039,,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.091,0.115,0.223,0.235
