pl_name,pl_type
Kepler-191 b,super earth
Kepler-191 c,super earth
Kepler-192 d,super earth
Kepler-194 b,super earth
Kepler-195 b,super earth
Kepler-195 c,super earth
Kepler-196 b,super earth
Kepler-197 b,super earth
Kepler-197 c,super earth
Kepler-197 d,super earth
Kepler-198 d,super earth
Kepler-19 b,super earth
Kepler-200 c,super earth
Kepler-202 b,super earth
Kepler-202 c,super earth
Kepler-203 c,super earth
Kepler-204 c,super earth
Kepler-205 b,super earth
Kepler-205 c,super earth
Kepler-206 b,super earth
Kepler-206 c,super earth
Kepler-206 d,super earth
Kepler-207 b,super earth
Kepler-207 c,super earth
Kepler-208 b,super earth
Kepler-208 c,super earth
Kepler-208 d,super earth
Kepler-208 e,super earth
Kepler-20 b,super earth
Kepler-20 f,super earth
Kepler-211 b,super earth
Kepler-211 c,super earth
Kepler-212 b,super earth
Kepler-213 b,super earth
Kepler-215 b,super earth
Kepler-215 c,super earth
Kepler-215 d,super earth
Kepler-215 e,super earth
Kepler-217 c,super earth
Kepler-217 d,super earth
Kepler-218 b,super earth
Kepler-219 d,super earth
Kepler-21 b,super earth
Kepler-220 c,super earth
Kepler-220 e,super earth
Kepler-221 b,super earth
Kepler-221 c,super earth
Kepler-224 b,super earth
Kepler-224 e,super earth
Kepler-225 b,super earth
Kepler-225 c,super earth
Kepler-226 b,super earth
Kepler-226 c,super earth
Kepler-226 d,super earth
Kepler-228 b,super earth
Kepler-22 b,super earth
Kepler-230 c,super earth
Kepler-231 b,super earth
Kepler-231 c,super earth
Kepler-235 c,super earth
Kepler-235 d,super earth
Kepler-236 b,super earth
Kepler-236 c,super earth
Kepler-237 b,super earth
Kepler-237 c,super earth
Kepler-1001 c,super earth
Kepler-1002 b,super earth
Kepler-1003 b,super earth
Kepler-1005 b,super earth
Kepler-1006 b,super earth
Kepler-1007 b,super earth
Kepler-1008 b,super earth
Kepler-100 b,super earth
Kepler-100 d,super earth
Kepler-1012 b,super earth
Kepler-1017 b,super earth
Kepler-1019 b,super earth
Kepler-101 c,super earth
Kepler-1025 b,super earth
Kepler-1028 b,super earth
Kepler-1029 b,super earth
Kepler-102 d,super earth
Kepler-102 e,super earth
Kepler-1032 b,super earth
Kepler-1035 b,super earth
Kepler-1037 b,super earth
Kepler-1039 b,super earth
Kepler-1040 b,super earth
Kepler-1046 b,super earth
Kepler-450 c,super earth
Kepler-450 d,super earth
Kepler-452 b,super earth
Kepler-466 c,super earth
Kepler-46 d,super earth
Kepler-477 b,super earth
Kepler-48 b,super earth
Kepler-48 c,super earth
Kepler-48 d,super earth
Kepler-49 b,super earth
Kepler-49 d,super earth
Kepler-49 e,super earth
Kepler-504 b,super earth
Kepler-507 b,super earth
Kepler-508 b,super earth
Kepler-50 b,super earth
Kepler-514 b,super earth
Kepler-515 b,super earth
Kepler-520 b,super earth
Kepler-520 c,super earth
Kepler-523 b,super earth
Kepler-524 b,super earth
Kepler-526 b,super earth
Kepler-528 b,super earth
Kepler-529 b,super earth
Kepler-529 c,super earth
Kepler-52 d,super earth
Kepler-537 b,super earth
Kepler-538 b,super earth
Kepler-542 b,super earth
Kepler-54 b,super earth
Kepler-54 c,super earth
Kepler-54 d,super earth
Kepler-55 b,super earth
Kepler-55 c,super earth
Kepler-55 d,super earth
Kepler-55 e,super earth
Kepler-55 f,super earth
Kepler-560 b,super earth
Kepler-578 b,super earth
Kepler-579 b,super earth
Kepler-57 c,super earth
Kepler-595 c,super earth
Kepler-598 b,super earth
Kepler-59 b,super earth
Kepler-59 c,super earth
Kepler-601 b,super earth
Kepler-602 b,super earth
Kepler-603 d,super earth
Kepler-1194 b,super earth
Kepler-1195 b,super earth
Kepler-1197 b,super earth
Kepler-1198 b,super earth
Kepler-1199 b,super earth
Kepler-1200 b,super earth
Kepler-1203 b,super earth
Kepler-1205 b,super earth
Kepler-1206 b,super earth
Kepler-1207 b,super earth
Kepler-1209 b,super earth
Kepler-120 b,super earth
Kepler-120 c,super earth
Kepler-1210 b,super earth
Kepler-1213 b,super earth
Kepler-1215 b,super earth
Kepler-1216 b,super earth
Kepler-1217 b,super earth
Kepler-1218 b,super earth
Kepler-1220 b,super earth
Kepler-1221 b,super earth
Kepler-1223 b,super earth
Kepler-1224 b,super earth
Kepler-1225 b,super earth
Kepler-1226 b,super earth
Kepler-1228 b,super earth
Kepler-1229 b,super earth
Kepler-122 f,super earth
Kepler-1231 b,super earth
Kepler-1232 b,super earth
Kepler-1238 b,super earth
Kepler-123 c,super earth
Kepler-1240 b,super earth
Kepler-1243 b,super earth
Kepler-1244 b,super earth
Kepler-1245 b,super earth
Kepler-1245 c,super earth
Kepler-1246 b,super earth
Kepler-1248 b,super earth
Kepler-124 c,super earth
Kepler-124 d,super earth
Kepler-1250 b,super earth
Kepler-1251 b,super earth
Kepler-1252 b,super earth
Kepler-1253 b,super earth
Kepler-1254 b,super earth
Kepler-1254 c,super earth
Kepler-1254 d,super earth
Kepler-1256 b,super earth
Kepler-1611 b,terrestrial
Kepler-1619 b,terrestrial
Kepler-1629 b,terrestrial
Kepler-1637 b,terrestrial
Kepler-1650 b,terrestrial
Kepler-1689 b,terrestrial
Kepler-197 e,terrestrial
Kepler-20 e,terrestrial
Kepler-220 b,terrestrial
Kepler-220 d,terrestrial
Kepler-271 c,terrestrial
Kepler-271 d,terrestrial
Kepler-303 b,terrestrial
Kepler-314 b,terrestrial
Kepler-32 f,terrestrial
Kepler-33 c,terrestrial
Kepler-342 e,terrestrial
Kepler-345 b,terrestrial
Kepler-352 b,terrestrial
Kepler-353 b,terrestrial
Kepler-362 b,terrestrial
Kepler-378 b,terrestrial
Kepler-378 c,terrestrial
Kepler-37 c,terrestrial
Kepler-37 e,terrestrial
Kepler-381 b,terrestrial
Kepler-387 c,terrestrial
Kepler-388 b,terrestrial
Kepler-388 c,terrestrial
Kepler-390 b,terrestrial
Kepler-390 c,terrestrial
Kepler-392 b,terrestrial
Kepler-398 b,terrestrial
Kepler-398 d,terrestrial
Kepler-399 b,terrestrial
Kepler-408 b,terrestrial
Kepler-42 b,terrestrial
Kepler-42 c,terrestrial
Kepler-42 d,terrestrial
Kepler-431 b,terrestrial
Kepler-431 c,terrestrial
Kepler-444 b,terrestrial
Kepler-444 c,terrestrial
Kepler-444 d,terrestrial
Kepler-444 e,terrestrial
Kepler-444 f,terrestrial
Kepler-524 c,terrestrial
Kepler-605 c,terrestrial
Kepler-607 b,terrestrial
Kepler-1349 b,terrestrial
Kepler-1351 b,terrestrial
Kepler-1352 b,terrestrial
Kepler-1361 b,terrestrial
Kepler-1365 b,terrestrial
Kepler-1365 c,terrestrial
Kepler-1367 b,terrestrial
Kepler-1371 b,terrestrial
Kepler-1371 c,terrestrial
Kepler-1385 b,terrestrial
Kepler-1387 b,terrestrial
Kepler-138 b,terrestrial
Kepler-1393 b,terrestrial
Kepler-1395 b,terrestrial
Kepler-1398 b,terrestrial
Kepler-1402 b,terrestrial
Kepler-1408 b,terrestrial
Kepler-1412 b,terrestrial
Kepler-1416 b,terrestrial
Kepler-1417 b,terrestrial
Kepler-141 b,terrestrial
Kepler-1421 b,terrestrial
Kepler-1425 b,terrestrial
Kepler-1435 b,terrestrial
Kepler-1438 b,terrestrial
Kepler-1443 b,terrestrial
Kepler-1445 b,terrestrial
Kepler-1446 b,terrestrial
Kepler-1464 c,terrestrial
Kepler-1505 b,terrestrial
Kepler-1507 b,terrestrial
Kepler-1525 b,terrestrial
Kepler-1542 b,terrestrial
Kepler-1542 c,terrestrial
Kepler-1542 d,terrestrial
Kepler-1542 e,terrestrial
Kepler-1547 b,terrestrial
Kepler-1558 b,terrestrial
Kepler-1559 b,terrestrial
Kepler-1560 b,terrestrial
Kepler-1563 b,terrestrial
Kepler-1566 b,terrestrial
Kepler-1572 b,terrestrial
Kepler-1579 b,terrestrial
Kepler-1581 b,terrestrial
Kepler-1583 b,terrestrial
Kepler-1588 b,terrestrial
Kepler-1598 b,terrestrial
Kepler-1601 b,terrestrial
EPIC 201757695.02,terrestrial
EPIC 201833600 c,terrestrial
EPIC 206215704 b,terrestrial
EPIC 206317286 b,terrestrial
EPIC 220492298 b,terrestrial
Kepler-1027 b,terrestrial
Kepler-102 b,terrestrial
Kepler-102 c,terrestrial
Kepler-102 f,terrestrial
Kepler-1031 b,terrestrial
Kepler-1047 c,terrestrial
Kepler-1049 b,terrestrial
Kepler-1053 b,terrestrial
Kepler-1067 b,terrestrial
Kepler-106 b,terrestrial
Kepler-106 d,terrestrial
Kepler-1076 b,terrestrial
Kepler-1087 b,terrestrial
Kepler-1130 b,terrestrial
Kepler-1141 b,terrestrial
Kepler-1152 b,terrestrial
Kepler-1169 b,terrestrial
Kepler-1173 b,terrestrial
Kepler-119 c,terrestrial
Kepler-11 b,terrestrial
Kepler-1222 b,terrestrial
Kepler-1235 b,terrestrial
Kepler-124 b,terrestrial
Kepler-1258 b,terrestrial
Kepler-125 c,terrestrial
Kepler-1285 b,terrestrial
Kepler-1293 b,terrestrial
Kepler-1296 b,terrestrial
Kepler-1297 b,terrestrial
Kepler-1308 b,terrestrial
Kepler-1328 b,terrestrial
Kepler-1338 b,terrestrial
Kepler-653 c,terrestrial
Kepler-779 b,terrestrial
Kepler-780 b,terrestrial
Kepler-783 b,terrestrial
Kepler-910 b,terrestrial
Kepler-969 c,terrestrial
L 98-59 b,terrestrial
LHS 1678 b,terrestrial
PSR B1257+12 b,terrestrial
TOI-540 b,terrestrial
TRAPPIST-1 d,terrestrial
TRAPPIST-1 e,terrestrial
TRAPPIST-1 h,terrestrial
YZ Cet b,terrestrial
YZ Cet c,terrestrial
KIC 10001893 c,unkown
KIC 10001893 d,unkown
LkCa 15 b,unkown
LkCa 15 c,unkown
